korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
367,0,Lanayru Great Spring,23,Lift the Rock,"3105, 0460, 0172",,Lift the rock in the middle of the Zora River near the Oren Bridge and a Lizalfos camp.,
368,0,Lanayru Great Spring,24,Sparkle Cloud,**,,Follow the flower as it disappears and reappears around the mountain in Zodobon Highlands.,
369,0,Lanayru Great Spring,25,Sparkle Cloud,"3527, -0060, 0211","3878, 0266, 0211","From the top of the mountain in the Zodobon Highlands, shoot the 5 balloons that appear when standing next to the pinwheel.",
370,0,Lanayru Great Spring,26,Sparkle Cloud,"3818, 0075, 0211",,Follow the three arrows at the base of the mountain in Zodobon Highlands to the top of the ruin and examine the sparkling leaves.,
371,1,Lanayru Great Spring,27,Sparkle Cloud,"3589, 0415, 0211",,Glide from the tree stump on the peak just north of Ruto Mountain down to the target that appears below.,
372,0,Lanayru Great Spring,28,Sparkle Cloud,"3664, 0449, 0246","3674, 0451, 0257",Climb the tree on the small island at the end of the Great Zora Bridge. Examine the sparkling leaves at the top.,
373,0,Lanayru Great Spring,29,Lift the Rock,"3779, 0445, 0531","3920, 0542, 0485",Lift the rock on the small patch of land just beneath the end of the Great Zora Bridge.,
374,0,Lanayru Great Spring,30,Lift the Rock,"3545, 0964, 0394",,Found underneath the Zora King's throne room under a rock.,
375,1,Lanayru Great Spring,31,Sparkle Cloud,"3801, 0856, 0276",,Examine the sparking leaves on the top of the tail of Zora's Domain. Start by ascending through the throne room and climb to the top.,
376,0,Lanayru Great Spring,32,Sparkle Cloud,"3905, 0799, 0380",,Dive into the ring of flowers at the base of the large waterfall on the north end of Zora's Domain.,
377,0,Lanayru Great Spring,33,Lift the Rock,"3869, 1086, 0224",,Use a nearby rock to complete the circle west of Zora's domain.,
378,0,Lanayru Great Spring,34,Sparkle Cloud,"3882, 1338, 0247","3881, 1348, 0245","From the stump at the base of Veiled Falls, reach the goal at the top of the falls before the timer runs out. Swim up the falls using the Zora Armor Set.",
379,0,Lanayru Great Spring,35,*,"4717, 1417, 0181",,From the stump on the hill southwest of Ralis Pond reach the goal before the timer runs out.,
380,0,Lanayru Great Spring,36+37,Reunite Friends,**,,Use nearby materials to craft a boat to help the Korok reach their friend on the other side of the East Reservoir Lake.,
381,1,Lanayru Great Spring,38,Pinwheel Archery,"4697, 0546, 0230","4638, 0565, 0215",Shoot the 3 balloons that appear while standing next to the pinwheel at the end of a dock on the southeast side of the East Reservoir Lake.,
382,0,Lanayru Great Spring,39,Sparkle Cloud,"4053, 0946, 0276","4360, 0776, 0280",Shoot the ballon under the stairs leading up to the East Reservoir Lake.,
383,0,Lanayru Great Spring,40,Sparkle Cloud,"4077, 0820, 0270",,Follow the flower as it disappears and reappears around the ruin to the west of Shatterback Point.,
384,0,Lanayru Great Spring,41+42,Reunite Friends,"4173, 0699, 0246",,Help the Korok at Shatterback Point reach their friend below in Mipha Court.,
385,0,Lanayru Great Spring,43,Lift the Rock,"4484, 0676, 0254",,Complete the circle on the northeast side of Toto Lake with the nearby rock.,
386,0,Lanayru Great Spring,44,Lift the Rock,"4389, 0612, 0275",,Use two rocks to complete the triangle on the south side of the Ukuku Plains.,
387,0,Lanayru Great Spring,45,Sparkle Cloud,"4271, 0509, 0335",,Flip the top blocks over to complete the cube.,
388,0,Lanayru Great Spring,46,Lift the Rock,"4135, 0406, 0416",,Pull the cork out of the tree stump under the East Sokkala Bridge by submerging the opposite end underwater or attaching it to something such as a rocket.,
389,0,Lanayru Great Spring,47,Sparkle Cloud,"4111, 0471, 0374",,Follow the flower as it disappears and reappears around the statues on the end of a cliff near Karpora Pass.,
390,0,Lanayru Great Spring,48,Sparkle Cloud,"4101, 0474, 0263",,Follow the three arrows to the correct tree at the north end of Tingel Island and examine the sparkling leaves at the top.,
391,0,Lanayru Great Spring,49,*,"4219, 0158, 0279",,From the stump on the ledge near Gatanisis Shrine use the wind currents to race to the goal before the timer runs out.,
392,0,Lanayru Great Spring,50,Sparkle Cloud,"4272, 0136, 0100",,Glide to the target from the stump on the small island southwest of Davdi Island.,
393,0,Lanayru Great Spring,51+52,Reunite Friends,"4164, 0063, 0349",,Help the Korok reach their friend on the other end of the Ulria Grotto. Be careful around the Soldier Construct camp to the north.,
394,0,Lanayru Great Spring,53,Sparkle Cloud,"4000, -0185, 0176","4499, -0648, 0075",Ascend through the marker on the west cliff wall of Ulria Grotto.,
395,0,Lanayru Great Spring,54,Sparkle Cloud,"3527, -0365, 0145",,Pull the cork out of the tree stump in Ulria Grotto by attaching the opposite end to a nearby boulder.,
396,0,Lanayru Great Spring,55,Sparkle Cloud,"3322, -0475, 0021",,Use the nearby wood to extend the broken bridge and examine the sparkling leaves.,
397,0,Lanayru Great Spring,56,Lift the Rock,"3137, -0435, 0008",,Fill in the blanks in the line with the two nearby rocks.,
398,0,Lanayru Great Spring,57,Sparkle Cloud,"3203, -0661, 0000",,Stand next to the pinwheel on the cliff just north of Tal Tal Peak and shoot the three balloons that appear.,
399,0,Lanayru Great Spring,58,Lift the Rock,"3652, -0606, 0003","3303, -0774, 0010",Lift the rock on top of Tal Tal Peak.,
400,0,Lanayru Great Spring,59,Sparkle Cloud,"3712, -0621, 0001",,Balance the boulder on Tal Tal Peak across the waterfall from the bare tree on the three branches.,
401,0,Lanayru Great Spring,60,Lift the Rock,"3943, -0412, 0038",,Lift the rock hiding behind the waterfall on Tal Tal Peak.,
402,0,Lanayru Great Spring,61,Sparkle Cloud,"4143, -0558, 0004",,Complete the pyramid on the cliff east of East Reservoir Lake.,
403,0,Lanayru Great Spring,62,Sparkle Cloud,"4184, -0443, 0024","4231, -0311, 0002",Move the blocks from the top to the side to complete the shape.,
404,0,Lanayru Great Spring,63,Lift the Rock,"4324, -0141, 0047",,Lift the rock on the large hollowed boulder overhanging the Ja'Abu Ridge Fort.,
405,0,Lanayru Great Spring,64+65,Reunite Friends,"4459, -0356, 0056",,Use the nearby glider to help the Korok return to their friend on the other side of Horon Lagoon.,
406,0,Lanayru Great Spring,66,Sparkle Cloud,"4441, -0480, 0105",,Use the blocks sitting on top of the cube structure to complete the pattern.,
407,0,Lanayru Great Spring,67,Lift the Rock,"4394, -0534, 0054",,Lift the rock at the top of the tree in Samasa Plain across from the large monster camp.,
408,0,Lanayru Great Spring,68,Sparkle Cloud,"1071, 0848, 0017",,Dive into the ring of flowers at the end of the dock off Sanasa Plain in the Rutala River.,
409,0,Lanayru Great Spring,69,Sparkle Cloud,"0968, 1025, 0010",,Place a Porgy in front of the larger statue and use the nearby fire and wooden stick to cook it in place. Do not cook it in the fire and pick it up as you are unable to drop cooked food. There are Porgies found nearby in Lanayru Bay.,
410,0,Lanayru Great Spring,70+71,Reunite Friends,"0616, 0754, 0077",,Help the Korok reach their friend on the other side of Lanayru Bay. There are materials nearby to make a raft if needed.,
411,0,Lanayru Great Spring,72,Lift the Rock,"0689, 0626, 0059",,Follow the flower as it disappears and reappears around the rocks in Lanayru Bay.,
412,0,Lanayru Great Spring,73,Lift the Rock,"0841, 0692, 0128","0850, 0792, 0118",Complete the ring in Brynna Plain with the rocks sitting inside.,
413,0,Lanayru Great Spring,74,Lift the Rock,"0974, 0674, 0084","0966, 0627, 0087",Follow the three arrows to the correct rock in Lanayru Bay near Horon Lagoon and examine the sparkling leaves on top.,
414,0,Lanayru Great Spring,75,Lift the Rock,"0553, 0514, 0013",,"From the stump on top of the rock formation in Lanayru Bay, glide to the goal in Horon Lagoon before the timer runs out.",
415,0,Lanayru Great Spring,76,*,"0919, 0410, 0095",,,
416,0,Lanayru Great Spring,77,Lift the Rock,"1181, 0379, 0157",,Lift the rock in the circle on Talus Plateau.,
417,0,Lanayru Great Spring,78,Sparkle Cloud,"1118, 0229, 0074",,Ascend through the marker near the Shock Like in the stone arch on Talus Plateau.,
418,0,Lanayru Great Spring,79,Sparkle Cloud,"1396, 0128, 0026",,Use the blocks to complete the square above the pond in Lodrum Headland.,
419,0,,,,"1514, 0296, 0035",,,
420,0,West Necluda and Lanayru Wetlands,1,Sparkle Cloud,"0821, -0329, 0030",,Shoot an arrow at the balloon in the submerged skull in the river on the east side of Crenel Hills.,
421,0,West Necluda and Lanayru Wetlands,2,Sparkle Cloud,"0958, -0203, 0031","1195, -0649, 0020",Enter the giant skull's mouth from the river across from Woodland stable and lift the stone.,
422,0,West Necluda and Lanayru Wetlands,3,Sparkle Cloud,"0929, -0365, 0039",,Catch the sparkling leaf trail under the hollowed log southwest of Ren-iz Shrine in Crenel Hills.,
423,0,West Necluda and Lanayru Wetlands,4,Sparkle Cloud,"0957, -0943, 0009",,On top of a hollowed log on the south side of Crenel Hills is a dandelion. Use a Korok-Frond Guster to blow on the flower and examine the seed before it hits the ground.,
424,0,West Necluda and Lanayru Wetlands,5,Sparkle Cloud,"1486, 0441, 0008",,Find a yellow flower in a hollowed log on top of a hill south of Ren-Iz Shrine. Follow the flower north as it reappears.,
425,0,West Necluda and Lanayru Wetlands,6,Sparkle Cloud,"1304, -0179, 0008",,On the southeast side of Crenel Hills start at the yellow flower on a tree stump and follow it south as it reappears on the other stumps.,
426,0,West Necluda and Lanayru Wetlands,7,Lift the Rock,"1441, -0537, 0012",,Dive from the rock under the east side of the Orsedd Bridge near Yamiyo Shrine into the ring of flowers.,
427,0,West Necluda and Lanayru Wetlands,8,Sparkle Cloud,"1327, -0781, 0039",,Enter the giant skull west of Crenel Peak and ascend through the marker.,
428,0,West Necluda and Lanayru Wetlands,9,Lift the Rock,"1825, -0459, 0012",,Knock away the dried leaves on top of Crenel Peak and lift the rock.,
429,0,West Necluda and Lanayru Wetlands,10,Lift the Rock,"1980, -0451, 0068",,Use a Korok-Frond Guster to blow on the dandelion on the rock in the valley southwest of the Jojon Shrine and examine the seed before it hits the ground.,
430,0,West Necluda and Lanayru Wetlands,11,Sparkle Cloud,"1505, -0332, 0014","1700, 0009, 0010",Knock away the dried leaves inside the small ruins southwest of the Moor Garrison Ruins.,
431,0,West Necluda and Lanayru Wetlands,12,Sparkle Cloud,"1891, -0150, 0009",,Climb to the top of the tower north of Moor Garrison Ruins and shoot the balloons that appear to the south.,
432,0,West Necluda and Lanayru Wetlands,13,Sparkle Cloud,"1115, -0732, 0062",,Examine the sparking leaves on top of a small hill indicated by two red arrows by the river south of Wetland Stable.,
433,0,West Necluda and Lanayru Wetlands,14+15,Reunite Friends,"1283, -0833, 0078",,Help the korok stuck on a rock southeast of Wetland stable get to their friend south through the field. Other than an avoidable lizalfos camp there are no obstacles in the way and they can be carried using Ultrahand.,
434,0,West Necluda and Lanayru Wetlands,16,Lift the Rock,"1574, -1045, 0151",,Use the nearby rock to finish the square south of Tukarok Shrine.,
435,0,West Necluda and Lanayru Wetlands,17,Lift the Rock,"1778, -0985, 0119",,Pull the cork out of the tree stump under the bridge by by submerging the opposite end underwater or attaching it to something such as a rocket,
436,0,West Necluda and Lanayru Wetlands,18,Sparkle Cloud,"1759, -0984, 0140",,Shoot the acorn held underwater in a hole on a shallow path in the river east of Jojon Shrine on Crenel Peak.,
437,0,West Necluda and Lanayru Wetlands,19,Lift the Rock,"1996, -0958, 0178",,Dive into the ring of flowers from the rock in the water east of Tukarok Shrine.,
438,0,West Necluda and Lanayru Wetlands,20,Lift the Rock,"1791, -0854, 0117",,Use a Korok-Frond Guster to blow on the dandelion on the rock in the Millennio Sandbar north of Morok Shrine and examine the seed before it hits the ground.,
439,0,West Necluda and Lanayru Wetlands,21,Lift the Rock,"1875, -0805, 0239","2175, -0567, 0211","Climb the large tree on the southwest side of Telta Lake, north of Makasura Shrine, and lift the rock in the branches.",
440,0,West Necluda and Lanayru Wetlands,22,Lift the Rock,"1693, -0928, 0310",,Pick up the rock on the small island west of Kurakat Shrine and south of Bannan Island.,
441,0,West Necluda and Lanayru Wetlands,23,Sparkle Cloud,"2162, -1036, 0355",,Shoot the balloon hidden on the top of the tree on a cliff west of Kurakat Shrine.,
442,0,West Necluda and Lanayru Wetlands,24+25,Reunite Friends,"2240, -0725, 0231",,Carry the korok from Goponga Island northeast to their friend next to Jonsau Shrine on Mercay Island.,
443,0,West Necluda and Lanayru Wetlands,26,Lift the Rock,"2637, -0369, 0157",,Lift the rock under the bridge connecting Molida Island and Kincean Island in Lanayru Wetlands.,
444,0,West Necluda and Lanayru Wetlands,27,Sparkle Cloud,"2546, -0584, 0119",,Shoot the acorn hanging from the large tree north of the floating Morok Shrine.,
445,0,West Necluda and Lanayru Wetlands,28,Lift the Rock,"2690, -0544, 0111","2760, -0582, 0133",Lift the rock in the tree south of Morok Shrine on the road to Kakariko Village.,
446,0,West Necluda and Lanayru Wetlands,29,Sparkle Cloud,"3009, -0786, 0145",,Use a Korok-Frond Guster to blow on the dandelion on top of the gate on the road leading to Kakariko Village on Sahasra Slope. Examine the seed before it hits the ground.,
447,0,West Necluda and Lanayru Wetlands,30,Sparkle Cloud,"2834, -1119, 0102",,Catch the sparkling leaf trail under the Chief's house in Kakariko Village.,
